id,legal_name,name,dob,email,phone,father_name,mother_name,husband_name,gender,blood_group,marital_status,present_address,permanent_address,devotional_status_id,gurudev_harinam,gurudev_pancharatrik,harinam_initiation_gurudev,pancharatrik_initiation_gurudev,initiated_name,harinam_date,pancharatrik_date,education,occupation,devotional_courses,additional_comments,shraddhakutir_id,created_at,updated_at,namhatta_id
185,"Sushma Rana",,1987-07-25,sushma.rana@example.com,+918808186679,"Dipak Dutta","Lila Dutta",,FEMALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}",3,,,,,,,,,Teacher,[],,,2024-08-20T11:42:32.732Z,CURRENT_TIMESTAMP,87
186,"Narendra Reddy",,1999-07-18,narendra.reddy@example.com,+919733045331,"Upendra Rao","Vidya Nair",,MALE,B+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}",4,,,,,"Krishna Prema Das",2017-11-05,,,Retired,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-05T12:47:10.084Z,CURRENT_TIMESTAMP,88
187,"Pradip Mitra",,1960-05-28,pradip.mitra@example.com,+918334467087,"Amit Sharma","Sunita Devi",,MALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}",1,,,,,,,,,Teacher,[],,,2025-03-23T22:39:36.948Z,CURRENT_TIMESTAMP,89
188,"Puja Mitra",,1965-05-06,puja.mitra@example.com,+914396976197,"Rajendra Nath","Kali Das",,FEMALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",2,,,,,,,,,Teacher,[],,,2025-02-08T17:18:53.122Z,CURRENT_TIMESTAMP,90
189,"Partha Sarkar",,1981-11-26,partha.sarkar@example.com,+917183496311,"Vinod Tiwari","Anjali Yadav","Puja Mitra",MALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}",7,,,,,,,,,Business,[],,,2024-12-23T02:24:12.175Z,CURRENT_TIMESTAMP,91
190,"Swapan Biswas",,1971-08-20,swapan.biswas@example.com,+911454885162,"Nirmal Bose","Sujata Bhattacharya","Vijaya Nath",MALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",4,,,,,,,,,"Government Service",[],,,2024-10-21T05:11:46.918Z,CURRENT_TIMESTAMP,92
191,"Surendra Babu",,1958-07-20,surendra.babu@example.com,+911192991299,"Devendra Nair","Geeta Sharma","Lata Shah",MALE,B+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",5,,,,,"Yamuna Devi",2000-04-25,,,Retired,"[{""name"":""Course 4"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-30T05:16:23.597Z,CURRENT_TIMESTAMP,93
192,"Ritu Mondal",,1953-11-05,ritu.mondal@example.com,+911499026739,"Ranjan Pal","Vidya Nair","Sunil Gupta",FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",4,,,,,,,,,Retired,[],,,2025-05-06T02:54:47.951Z,CURRENT_TIMESTAMP,94
193,"Kamla Bhardwaj",,1989-11-26,kamla.bhardwaj@example.com,+913961737273,"Jitendra Pillai","Puja Mitra",,FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",1,,,,,"Draupadi Devi",2015-04-07,,,"Government Service",[],,,2024-11-26T20:51:09.485Z,CURRENT_TIMESTAMP,95
194,"Upendra Rao",,1963-01-18,upendra.rao@example.com,+913547394981,"Dipak Dutta","Indira Prasad","Hema Biswas",MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Ranaghat"",""village"":""Ranaghat"",""postalCode"":""741201""}",7,,,,,"Sita Devi",2000-01-13,,,Housewife,"[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-07-31T00:45:12.884Z,CURRENT_TIMESTAMP,96
195,"Vidya Nair",,1964-11-08,vidya.nair@example.com,+912129345645,"Rajesh Kumar","Sujata Bhattacharya","Swapan Biswas",FEMALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",5,,,,,"Draupadi Devi",2001-05-12,,,"Government Service",[],,,2025-06-03T20:21:59.628Z,CURRENT_TIMESTAMP,97
196,"Narendra Reddy",,1964-04-20,narendra.reddy@example.com,+911996776615,"Ranjan Pal","Saraswati Sinha","Sunita Devi",MALE,AB+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",1,,,,,"Bhima Das",2023-10-17,,,Engineer,[],,,2025-04-20T10:31:19.679Z,CURRENT_TIMESTAMP,98
197,"Shanti Pandey",,1998-05-17,shanti.pandey@example.com,+913971655604,"Sushil Kapoor","Geeta Sharma","Pradip Mitra",FEMALE,A+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}",4,,,,,"Yudhisthira Das",2023-08-04,,,Teacher,[],,,2024-11-16T06:22:35.815Z,CURRENT_TIMESTAMP,99
198,"Tarun Chakraborty",,1991-04-24,tarun.chakraborty@example.com,+912853602361,"Naresh Sinha","Meera Singh",,MALE,B-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",2,,,,,"Krishna Prema Das",2002-11-23,,,Student,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-01-15T01:35:47.629Z,CURRENT_TIMESTAMP,100
199,"Upendra Rao",,1975-03-16,upendra.rao@example.com,+914399069199,"Narendra Reddy","Durga Roy",,MALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",7,,,,,,,,,Housewife,"[{""name"":""Course 9"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-06T04:40:01.802Z,CURRENT_TIMESTAMP,101
200,"Lalita Reddy",,1967-03-21,lalita.reddy@example.com,+913426686223,"Nitin Joshi","Nita Patel","Sunil Gupta",FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}",7,,,,,"Hari Bhakta Das",2002-11-08,,,Engineer,[],,,2024-08-28T04:55:42.236Z,CURRENT_TIMESTAMP,102
201,"Dipak Dutta",,1953-01-26,dipak.dutta@example.com,+913329979207,"Tapan Mukherjee","Puja Mitra",,MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",6,,,,,"Vibhishana Das",2006-10-04,,,Farmer,"[{""name"":""Course 8"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-05T14:59:33.639Z,CURRENT_TIMESTAMP,3
202,"Nitin Joshi",,1962-11-02,nitin.joshi@example.com,+915967249215,"Surendra Babu","Vijaya Nath",,MALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",4,,,,,,,,,Teacher,[],,,2025-03-05T08:57:47.912Z,CURRENT_TIMESTAMP,4
203,"Surendra Babu",,1977-02-26,surendra.babu@example.com,+914714599799,"Manoj Yadav","Radha Verma",,MALE,B-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",6,,,,,,,,,Farmer,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-25T05:20:01.553Z,CURRENT_TIMESTAMP,5
204,"Mukesh Agarwal",,1999-04-23,mukesh.agarwal@example.com,+914322999378,"Deepak Verma","Bela Sengupta",,MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",5,,,,,"Nitai Das",2003-10-28,,,Housewife,[],,,2025-02-11T17:37:26.978Z,CURRENT_TIMESTAMP,6
205,"Rajendra Nath",,1958-10-18,rajendra.nath@example.com,+917199422565,"Deepak Verma","Sujata Bhattacharya",,MALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}",2,,,,,,,,,Farmer,[],,,2025-01-10T17:47:22.188Z,CURRENT_TIMESTAMP,7
206,"Puja Mitra",,1963-10-14,puja.mitra@example.com,+919964640619,"Swapan Biswas","Sharda Pillai",,FEMALE,A-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",5,,,,,,,,,Engineer,[],,,2025-02-24T18:39:50.084Z,CURRENT_TIMESTAMP,8
207,"Prakash Mishra",,1985-03-21,prakash.mishra@example.com,+915275919234,"Ashok Pandey","Hema Biswas",,MALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",7,,,,,,,,,Teacher,"[{""name"":""Course 5"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-09-01T19:17:16.022Z,CURRENT_TIMESTAMP,9
208,"Puja Mitra",,1987-07-27,puja.mitra@example.com,+911903437918,"Ajit Patel","Parvati Ghosh",,FEMALE,O+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",2,,,,,"Tulasi Devi",2001-04-25,,,Teacher,[],,,2025-03-07T01:31:44.111Z,CURRENT_TIMESTAMP,10
209,"Rajendra Nath",,1998-07-27,rajendra.nath@example.com,+914409625062,"Dipak Dutta","Lakshmi Jha","Kamla Bhardwaj",MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}",7,,,,,"Mandodari Devi",2018-04-14,,,"Government Service",[],,,2024-12-18T00:24:17.174Z,CURRENT_TIMESTAMP,11
210,"Manoj Yadav",,1980-05-14,manoj.yadav@example.com,+917562166981,"Mahendra Prasad","Ritu Mondal","Pushpa Choudhary",MALE,A-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",6,,,,,"Jagannath Das",2004-04-22,,,Teacher,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-05-27T18:59:36.592Z,CURRENT_TIMESTAMP,12
211,"Arun Bhardwaj",,1994-11-03,arun.bhardwaj@example.com,+918710773979,"Devendra Nair","Gita Joshi",,MALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",4,,,,,"Garuda Das",2006-03-14,,,Engineer,[],,,2025-04-07T21:32:52.155Z,CURRENT_TIMESTAMP,13
212,"Nila Pal",,1981-12-12,nila.pal@example.com,+913533646343,"Subhas Banerjee","Durga Roy","Bijoy Chatterjee",FEMALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}",1,,,,,"Gauranga Das",2001-04-12,,,Business,[],,,2025-05-29T14:50:36.330Z,CURRENT_TIMESTAMP,14
213,"Lata Shah",,1973-07-24,lata.shah@example.com,+918431731674,"Sanjib Mondal","Sunanda Rao",,FEMALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}",5,,,,,"Radha Govinda Das",2014-11-12,,,Housewife,[],,,2025-03-13T15:41:08.555Z,CURRENT_TIMESTAMP,15
214,"Manoj Yadav",,1986-08-18,manoj.yadav@example.com,+914796814971,"Amit Sharma","Saraswati Sinha",,MALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",6,,,,,"Narada Das",2008-05-12,,,Student,"[{""name"":""Course 2"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-03-08T09:28:32.147Z,CURRENT_TIMESTAMP,16
215,"Tarun Chakraborty",,1989-05-10,tarun.chakraborty@example.com,+919131839846,"Dinesh Roy","Suma Bose","Ritu Mondal",MALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",1,,,,,,,,,Retired,[],,,2024-08-07T17:30:34.670Z,CURRENT_TIMESTAMP,17
216,"Debasis Majumdar",,1982-09-01,debasis.majumdar@example.com,+919898260278,"Bijoy Chatterjee","Nita Patel","Puja Mitra",MALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}",4,,,,,"Nitai Das",2009-10-02,,,Student,"[{""name"":""Course 3"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-08-10T18:21:18.509Z,CURRENT_TIMESTAMP,18
217,"Ramesh Jha",,1973-10-20,ramesh.jha@example.com,+916404089689,"Dinesh Roy","Priya Tiwari",,MALE,AB+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}",1,,,,,"Hanuman Das",2013-11-07,,,Engineer,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-11-17T09:01:17.914Z,CURRENT_TIMESTAMP,19
218,"Sunanda Rao",,1979-11-14,sunanda.rao@example.com,+917611255200,"Surendra Babu","Lata Shah","Sunil Gupta",FEMALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}",7,,,,,"Lakshmi Devi",2010-02-13,,,Doctor,[],,,2024-07-17T10:16:02.930Z,CURRENT_TIMESTAMP,20
219,"Rekha Gupta",,1976-04-20,rekha.gupta@example.com,+917240859458,"Rohit Thakur","Malati Chatterjee",,FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}",5,,,,,"Narada Das",2009-06-15,,,Retired,"[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-11-26T00:05:19.801Z,CURRENT_TIMESTAMP,21
220,"Tapan Mukherjee",,1984-07-27,tapan.mukherjee@example.com,+913863297625,"Sunil Gupta","Priya Tiwari","Shanti Pandey",MALE,B-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",3,,,,,,,,,Business,[],,,2025-02-12T19:49:37.359Z,CURRENT_TIMESTAMP,22
221,"Durga Roy",,1997-03-15,durga.roy@example.com,+918958397153,"Bijoy Chatterjee","Anjali Yadav","Santosh Kumar",FEMALE,AB-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}",6,,,,,,,,,Student,[],,,2024-08-31T01:31:02.300Z,CURRENT_TIMESTAMP,23
222,"Rajendra Nath",,1970-06-14,rajendra.nath@example.com,+912640133662,"Jitendra Pillai","Hema Biswas","Shyama Mukherjee",MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Balasore"",""subDistrict"":""Balasore"",""village"":""Balasore"",""postalCode"":""756001""}",4,,,,,"Nakula Das",2015-06-23,,,"Government Service",[],,,2024-11-09T01:17:16.164Z,CURRENT_TIMESTAMP,24
223,"Ashok Pandey",,1996-11-28,ashok.pandey@example.com,+917936803826,"Ajit Patel","Sunita Devi",,MALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",1,,,,,,,,,Business,[],,,2024-11-22T08:28:51.317Z,CURRENT_TIMESTAMP,25
224,"Goutam Sengupta",,1981-05-21,goutam.sengupta@example.com,+914058198937,"Surendra Babu","Nila Pal",,MALE,O-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",6,,,,,"Hanuman Das",2009-11-09,,,Student,[],,,2024-11-02T19:56:19.674Z,CURRENT_TIMESTAMP,26
225,"Pankaj Das",,1989-09-16,pankaj.das@example.com,+919338191061,"Sunil Gupta","Anjali Yadav","Meera Singh",MALE,A-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}",4,,,,,"Bharata Das",2015-06-07,,,Teacher,[],,,2024-08-29T08:47:07.519Z,CURRENT_TIMESTAMP,27
226,"Jitendra Pillai",,1966-12-10,jitendra.pillai@example.com,+912362749650,"Dipak Dutta","Nila Pal",,MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Purba Medinipur"",""subDistrict"":""Tamluk"",""village"":""Tamluk"",""postalCode"":""721636""}",2,,,,,,,,,"Government Service",[],,,2024-10-21T19:35:33.435Z,CURRENT_TIMESTAMP,28
227,"Dipak Dutta",,1992-02-14,dipak.dutta@example.com,+917204990227,"Sunil Gupta","Lakshmi Jha",,MALE,O+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",3,,,,,"Govardhan Das",2003-08-20,,,Engineer,[],,,2025-04-15T05:56:50.736Z,CURRENT_TIMESTAMP,29
228,"Ashok Pandey",,1963-07-22,ashok.pandey@example.com,+913945237764,"Mahendra Prasad","Shanti Pandey","Puja Mitra",MALE,A+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Puri"",""subDistrict"":""Puri"",""village"":""Puri"",""postalCode"":""752001""}",2,,,,,"Laxmana Das",2009-06-10,,,Housewife,"[{""name"":""Course 10"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-02T19:17:55.795Z,CURRENT_TIMESTAMP,30
229,"Nita Patel",,1954-08-16,nita.patel@example.com,+915198945856,"Dinesh Roy","Kiran Majumdar","Ramesh Jha",FEMALE,O+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",6,,,,,"Shatrughna Das",2000-09-04,,,Retired,[],,,2025-03-03T00:25:52.683Z,CURRENT_TIMESTAMP,31
230,"Sushil Kapoor",,1988-05-05,sushil.kapoor@example.com,+917533414781,"Tarun Chakraborty","Geeta Sharma","Indira Prasad",MALE,B-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}",3,,,,,"Hanuman Das",2002-06-26,,,Doctor,[],,,2025-05-07T15:40:12.652Z,CURRENT_TIMESTAMP,32
